titulo,Don Segundo Sombra,Martín Fierro,El túnel,Cien años de soledad,Rayuela,Fervor de Buenos Aires,Sobre héroes y tumbas,El Aleph,Las fuerzas extrañas,La casa de los espiritus,El coronel no tiene quien le escriba,Pedro Páramo,El amor en los tiempos del cólera,La tregua,Los pasos perdidos,Los ríos profundos,Zama,Las intermitencias de la muerte,Memorias de mis putas tristes,El perfume,La sombra del viento,La metamorfosis,1984,Crónica de una muerte anunciada,Fahrenheit 451,Ensayo sobre la ceguera,La colmena,El viejo y el mar,Madame Bovary,Ana Karenina,La guerra y la paz,Los miserables,Matar a un ruiseñor,Orgullo y prejuicio,El gran Gatsby,Drácula,Frankenstein,El extranjero,La náusea,El camino de los reyes,Palabras radiantes,El héroe de las eras,El imperio final,Juramentada,El aliento de los dioses,El Ritmo de la Guerra,El alma del emperador,El líder que no tenía cargo,Los secretos de la mente millonaria,Cómo ganar amigos e influir sobre las personas,Los 7 hábitos de la gente altamente efectiva,Piense y hágase rico,Hábitos atómicos,El poder del ahora,Tus zonas erróneas,La magia del orden,El monje que vendió su Ferrari,Despierta tu héroe interior,Vivir con abundancia,Dune,Fundación,Neuromante,Snow Crash,La carretera,Un mundo feliz,El hombre en el castillo,El nombre de la rosa,La trilogía de Nueva York,La verdad sobre el caso Harry Quebert,Mujercitas,La insoportable levedad del ser,El diario de Ana Frank,Steve Jobs,El hombre que amaba a los perros,Los detectives salvajes,La broma infinita,Hijos de la medianoche,El arte de la guerra,Sapiens,Homo Deus,Educada,El código de la manifestación,El poder de la disciplina,Los cuatro acuerdos,El marciano,El problema de los tres cuerpos,Hyperion,El hombre invisible,La isla del doctor Moreau,Ubik,La mano izquierda de la oscuridad,Cuentos completos,It,El resplandor,El exorcista,Cementerio de animales,La chica del tren,Perdida,El silencio de los corderos,Los hombres que no amaban a las mujeres,La catedral del mar,La ladrona de libros,Patria,El príncipe,La República,Meditaciones,Más allá del bien y del mal,El segundo sexo,Atrévete a no gustar,Vendes o vendes,Los secretos de la felicidad auténtica,La vaca,Piensa como un monje,El camino del artista,La buena suerte,Tus tres superpoderes para lograr una vida extraordinaria,El poder sin límites,Gente tóxica
Orgullo y prejuicio,-0.17165196877955757,-0.7466773908757159,0.2897335365366777,0.9399271554673578,-0.35795664335791094,-0.7035670341983429,-0.1245110898387756,-0.1372365050180974,-0.7808339018284438,-0.4064298723686088,-0.8456454162656754,0.4045258347590307,0.9971383657507668,-0.8517291191006751,0.28606948427572604,-0.20037952278575263,-0.5310138268591449,-0.5685576461746613,-0.8203015829247849,0.6938016497119576,0.7908094456054401,-0.44018615359831315,0.9064002512246343,-0.4795381600517544,0.4865800466028057,-0.3701768258369254,-0.756371971279801,-0.7170849731007773,-0.689002887253439,0.39582896918439314,0.30896426717914044,0.5187138409740103,0.9223099655343815,1.0000000000000002,-0.7725081095824424,-0.4709156135938265,-0.14073981928111115,-0.09894341045310467,-0.08578890618664009,0.6462747794106678,0.6921279609926225,0.7965290744286385,0.7690678396233972,0.6098894876984883,0.7676944067056738,0.5187138409740103,-0.09781597917426833,-0.567081317541791,-0.09781597917426833,0.27315879008440463,0.9399271554673578,-0.15822722915610224,0.49309836426292464,0.8478501609199055,-0.1512706915075383,-0.753241374291713,-0.11674262050370664,-0.567081317541791,-0.753241374291713,0.8660639299329754,0.5938672047040148,-0.07570326604279402,-0.3552080298583384,-0.7163360107079206,-0.28500666184119416,-0.7816144060604994,-0.1180881280718471,-0.8149603774422929,-0.2692452979550547,-0.7181173358469916,-0.6720326084819401,0.4932171775327968,0.6753775321782173,0.823551797250236,0.19370117345857807,-0.2929410207920644,-0.12895143698381473,-0.05586385151153719,0.8933640538728269,0.9554823220455343,0.9457060944977604,-0.1209081436827159,-0.5353879298959234,-0.09194825735293188,0.9445504867660025,0.6870049400059938,0.6665873399785925,-0.548872926742404,-0.7660831693335054,-0.16471131985212725,0.6858935908802017,0.48746747635894755,0.289346810972146,0.7554416864330685,-0.4721627805089328,1.0000000000000002,-0.8200069162146292,-0.7865916000681933,0.9164499644154471,-0.2692452979550547,0.31836945965904767,0.9089177850517488,0.6866673899278132,-0.47545122071749746,0.9105677858135258,0.8966914056400933,0.6824821042606253,0.13850673154694712,-0.1512706915075383,-0.5969394520591532,-0.1650474684252305,-0.5450152304216073,-0.17165196877955757,-0.1512706915075383,-0.7664579000811531,-0.819155774787404,0.9554823220455343,-0.7600003853047784
El gran Gatsby,0.49491649499334645,0.7419758381688307,-0.2392010830665693,-0.7150404145490059,-0.05482243981364339,0.9429036013806184,-0.2902026629375778,0.5819556026580187,0.6564198452228326,0.4470420841040175,0.9746106094082984,0.23234033322109088,-0.8153359464777142,0.9883575418594954,-0.38275607822677676,0.5697742113122738,0.7069864784826443,0.6976094342186849,0.9777100935509648,-0.10692006207216409,-0.8701580586401889,0.9024829535316671,-0.7104949265640922,0.9141313977246146,0.14459175603793936,0.48468219303113635,0.6446811991614585,0.9959268935479888,0.623860466801616,-0.8774612810492756,-0.8336955804601297,-0.9286025037850013,-0.5073937885635877,-0.7725081095824424,1.0,-0.08543827260671696,0.5753297523580052,0.5770820990272713,-0.012915543271150848,-0.9747250695738362,-0.9667572274736085,-0.8686094460408584,-0.8367340694357934,-0.9451482967202615,-0.8751465655700537,-0.9286025037850013,0.6332620054511572,0.9254702712727975,0.6332620054511572,0.13623863926584026,-0.7150404145490059,0.5354406614067193,-0.10112210790295181,-0.3250673460865232,0.552793406095201,0.9131579432041768,0.6134339638215434,0.9254702712727975,0.9131579432041768,-0.986269341651441,0.020560560766626552,0.04050826962713691,0.03035493876908633,0.6868525093219273,0.5416194299949002,0.6552597927851814,-0.22814503233784963,0.5789794714801332,-0.4035513019754398,0.49444158181343556,0.6406017338108049,-0.13382410028182318,-0.8797106750798179,-0.9693648510688626,-0.6573638433520823,-0.34086708643930325,-0.348538540286469,0.4711801631547628,-0.8111676305661385,-0.9138963254326112,-0.6517877063770995,0.6079543603852743,0.9240785049852169,0.6378717087554369,-0.623906839192884,-0.7097578464140042,-0.7916152512773659,0.9250992156862904,0.9999394890484852,0.5752974303162633,-0.5855807773415084,-0.9298383319907889,-0.8212945054819383,-0.8405654081026873,0.3361876193354499,-0.7725081095824424,0.5550663073192886,0.3336934994680339,-0.4695714385329368,-0.4035513019754398,-0.8107051627822623,-0.79134312310747,-0.880211734954117,0.9130844558010653,-0.7439240384899057,-0.4326707505425288,-0.5588556040289483,-0.689012797997829,0.552793406095201,0.9231873986161985,0.5161543396400102,0.8320537223879302,0.49491649499334645,0.552793406095201,0.8996415248963271,0.9963541563685513,-0.9138963254326112,0.9066715592260437
Drácula,-0.7460807616599332,-0.15504900193688323,0.38496941837644705,-0.6346340817627067,0.945814677887199,-0.2879528394581496,0.9021596237532488,-0.8069214875400793,0.634705476694782,0.5118571544444656,0.12967392188672253,-0.6306671928111683,-0.43318197492134136,0.0003131557082377296,0.5323451389371632,0.016747012702737502,0.2919657841733857,0.3566883404890807,0.09964301945258604,-0.6733443108435856,-0.3239159639370728,-0.4970052483037212,-0.19290088228627142,-0.48123178739234734,-0.6496268111969632,0.4139248047688568,0.6300225599736712,-0.135317562382906,0.5967509518074186,0.5459671735421854,0.43156644412972944,0.2386304939468854,-0.774654631375162,-0.4709156135938265,-0.08543827260671696,1.0,-0.8032522814332351,-0.19117213366879127,0.649590787643426,0.14777562349880538,0.028547585347963776,-0.33239194157678326,-0.3619239316080694,0.10058898730501968,-0.29065478047468546,0.2386304939468854,-0.8219431602809152,-0.4334310639298951,-0.8219431602809152,-0.9326079400289224,-0.6346340817627067,-0.7772378948549751,-0.9392760648567945,-0.8226735639978089,-0.7892638191675233,-0.22547313093827787,-0.8201594406108759,-0.4334310639298951,-0.22547313093827787,-0.06450609480151363,-0.6669046054281301,0.5809923343320628,0.8882645673525618,0.5392959645913028,0.20508735981586487,0.63671267305215,0.8626697821685964,0.742662510484413,0.8109537449050669,0.042012149117955415,0.5582115766890955,-0.9176612933818055,-0.16982824943904504,0.09698070439119041,0.7740395141039318,0.9496499815923445,0.9271495991285817,-0.8387436304043274,-0.5003120025255392,-0.30794218206277596,-0.6914431963680413,-0.8185064670508233,-0.45310275177326753,-0.8207592716521578,-0.7117805801651715,0.22891379211823487,0.3130975679909175,-0.44510652382014554,-0.09156126075537885,-0.05835586548004301,0.11981202764220476,0.3567689084424355,0.438243860219009,-0.34104220544804337,0.7181582494590028,-0.4709156135938265,0.7680458501151943,0.9084458693318928,-0.6241659659053928,0.8109537449050669,0.30633954492511395,-0.5355721337305981,-0.18377628103261662,-0.4830119532944411,-0.1684283884154949,-0.8005547276567037,0.09817080374583935,0.7809033197588157,-0.7892638191675233,-0.4117640221666286,-0.7628791439274578,-0.48211570182127006,-0.7460807616599332,-0.7892638191675233,-0.204033039051308,-0.037601752874733115,-0.30794218206277596,-0.2148747903635917
Frankenstein,0.9762909771726739,0.7024282028933448,-0.6934229414840787,0.10672570387785461,-0.8468245278451022,0.7806493079370216,-0.9496143506747649,0.9997595529881506,-0.23929664532666847,-0.3788907113552289,0.3782628905645116,0.3635300359669139,-0.17509409252042576,0.5433625207310002,-0.8403542189795751,0.02409453817934295,-0.05083436393133922,-0.095357057635857,0.3919135805860363,0.23345821790550686,-0.10873270000862259,0.81061437975777,-0.41955215604854273,0.8242257163093126,0.33318188290899364,-0.2983021508685704,-0.2531025894322077,0.5879609067459168,-0.2682979061153192,-0.8374458778787552,-0.6239737400622288,-0.5514207505504785,0.248317296179084,-0.14073981928111115,0.5753297523580052,-0.8032522814332351,0.9999999999999999,0.19041874606675313,-0.7354276171377632,-0.5434796406984561,-0.43766309623987354,-0.10372195376316008,-0.04901370788995643,-0.457743317847198,-0.1280440806674264,-0.5514207505504785,0.9696920119654641,0.8420796464539562,0.9696920119654641,0.8885016160694245,0.10672570387785461,0.9931799547958986,0.7521014829759196,0.3327708176709756,0.997640337685265,0.7551458940418608,0.9897831984395902,0.8420796464539562,0.7551458940418608,-0.4762932164984243,0.2863253261505042,-0.671485145207324,-0.7978091341949093,-0.18618948658233925,-0.12798322411442406,-0.24081843314060225,-0.9210549041020842,-0.3247033844054235,-0.6733724366186855,0.48871138868666114,-0.23955285003581742,0.7328039698015796,-0.19381602200667022,-0.6444975614129007,-0.9919856716895478,-0.8414874730606698,-0.9626628210290732,0.991883454949803,0.004192772213988046,-0.27012590352174765,0.15739024472108207,0.9928920115375179,0.8379292707466414,0.961653863293039,0.1772196148358907,-0.7482383924419683,-0.8152875498169282,0.8400605534575204,0.5771219595749506,0.08436236848969927,-0.6403285841942808,-0.6710013119536385,-0.6173133592585671,-0.061783602617032134,-0.5507306562261464,-0.14073981928111115,-0.34613338111077985,-0.4994186253632119,0.054991724305526825,-0.6733724366186855,-0.48064463536682495,0.029360642783306856,-0.1865554817796738,0.822950915895006,-0.44600644952036383,0.28623916559755547,-0.6164917334739464,-0.9419096353255701,0.997640337685265,0.8429254282093435,0.986131298265609,0.9059209471281597,0.9762909771726739,0.997640337685265,0.7436712299770227,0.559063296875409,-0.27012590352174765,0.74963424672604
El extranjero,-0.02076692498972211,-0.09276310290883466,0.5331439819046428,-0.2862568893505772,0.0941439235751719,0.36467780874518835,0.008418724071272483,0.21130906661493234,0.5192064599417515,0.7453735058767194,0.585680159503413,0.8286070689896929,-0.1704646203401925,0.456806914193649,0.3316746266178328,0.9782173101325626,0.8501492377133227,0.8111479322867445,0.619586755373841,0.6153784309301846,-0.6769839627154721,0.6523508799607279,0.1538141035220639,0.6057213642976552,0.7816498137920899,0.8143908904522323,0.5427361560942537,0.6420257966713445,0.613123911648675,-0.6389646463592394,-0.8682044605042554,-0.8279380569402086,0.03456434483406459,-0.09894341045310467,0.5770820990272713,-0.19117213366879127,0.19041874606675313,1.0,0.5103077302781868,-0.7436660005909528,-0.7511178575634295,-0.6691445864621693,-0.6884249582098156,-0.8104525555124531,-0.7066031783094398,-0.8279380569402086,0.4179262148020739,0.47983118665275865,0.4179262148020739,-0.07637115758422632,-0.2862568893505772,0.07780238487851496,-0.15682386002561072,0.26135040140833765,0.12441818271149573,0.24262181901514399,0.32460448044810924,0.47983118665275865,0.24262181901514399,-0.49116353535989893,0.7054278692338343,0.5903229213150313,0.2494970210800848,0.6405519082733212,0.9214852508346578,0.5167210191509289,0.1349971200136857,0.3663347960750373,-0.7293505584178454,-0.42239180420066,0.651626918814022,-0.21421077071885994,-0.799953212891522,-0.3642311937435458,-0.3044089342282013,-0.4680328785423071,-0.12071921319131038,0.08976139937064155,-0.48571449334616357,-0.3747804142285966,-0.1781539672911262,0.30270037053344523,0.5295323443658307,0.4449770212456212,-0.13395079634987267,0.11634091459955144,-0.042249331050524114,0.5090368481003756,0.5852576479720054,0.9910398170752427,0.30153953222367874,-0.7697736309964328,-0.8761659409910413,-0.7066659516563834,0.5457535377512576,-0.09894341045310467,0.32311420809169517,0.005894134757982653,0.2893916390748909,-0.7293505584178454,-0.9318947855553343,-0.43904022832504225,-0.7902572033052122,0.6108116462634497,0.10757618238918604,0.1320672887306771,0.33592192334412585,-0.5085535749494611,0.12441818271149573,0.42754406961116914,0.029318045865060666,0.24070449523447698,-0.02076692498972211,0.12441818271149573,0.20155042127098874,0.511304409981829,-0.3747804142285966,0.2222713617740719
La náusea,-0.8502842426904113,-0.5735527603160911,0.9239410860337532,-0.4198097434784523,0.8611899303949703,-0.34502684603794537,0.8612716076569005,-0.7218493035746727,0.6684939618601524,0.8878125070515498,0.17718989957690898,0.17116323718412244,-0.10256114198549197,-0.053152565032655974,0.9203088323081089,0.6572015486372246,0.6859545765228234,0.7047491354683656,0.18400651058991913,0.10259453232021273,-0.4676788308070812,-0.21843266267995037,0.34150765925379034,-0.25572664311896415,0.15491910926702632,0.857319106430285,0.6927687611221007,0.01107084919933321,0.7431946348109323,0.2573896082342179,-0.07061849968549393,-0.13814035396361302,-0.3291455470613661,-0.08578890618664009,-0.012915543271150848,0.649590787643426,-0.7354276171377632,0.5103077302781868,0.9999999999999999,-0.1075877126129184,-0.21249815873592837,-0.46771870831824774,-0.5248220311836106,-0.22232075051706335,-0.46697634846804903,-0.13814035396361302,-0.5638134771233367,-0.3424424220721872,-0.5638134771233367,-0.8739230985794483,-0.4198097434784523,-0.8016679173533204,-0.8387422113318298,-0.24231756999347898,-0.77565248331996,-0.39641050493559987,-0.6407744901031109,-0.3424424220721872,-0.39641050493559987,-0.030895083181103237,0.1301662075182684,0.9952685366446264,0.9207106938258189,0.692916386815902,0.7658959792420483,0.6682986456882848,0.9192010866244262,0.6472503733422741,0.14856490848245404,-0.608017015757984,0.7409553906931137,-0.8598415650611669,-0.45762408709054747,0.20790719074105743,0.6450267354673673,0.4738084127080378,0.787673248212519,-0.8073486187130858,-0.4550850660255126,-0.14838747008494715,-0.39355585324034514,-0.6574608434358415,-0.3103502748930605,-0.5396066501383158,-0.38153036669822504,0.6382286765660898,0.5950159029553233,-0.323894646885569,-0.009994635486781771,0.6074044753770426,0.6661692772854131,0.010479355974684409,-0.07895092465040253,-0.5237036412895674,0.9163350932301283,-0.08578890618664009,0.6381839936367465,0.5579480153390701,0.011455489411525327,0.14856490848245404,-0.24070727042976356,-0.4485384373859031,-0.4592193075516157,-0.2518115384625603,0.3335409159935814,-0.29416008440167535,0.6684637164295291,0.4732571142128104,-0.77565248331996,-0.3736012038505133,-0.8266604581089511,-0.5607284959799936,-0.8502842426904113,-0.77565248331996,-0.41165359943806357,-0.03551458662403024,-0.14838747008494715,-0.4040863961284392
El camino de los reyes,-0.4199283637704426,-0.5871801948448709,0.06452607425467148,0.6445990288122014,0.04537734761033588,-0.8769501704688403,0.25976502780320404,-0.5545595961129888,-0.6585272931944491,-0.5505005320817142,-0.9504157255884923,-0.4276119299476504,0.7013845294824277,-0.93089709773064,0.23963868775331765,-0.7262810779961081,-0.7971796249945404,-0.7773841889043658,-0.9627796113999637,-0.09422009562865268,0.8839089173576248,-0.9259748740933098,0.5357799916573801,-0.9226908857269511,-0.34377350684465263,-0.6023196001172314,-0.6552962306444619,-0.9900026016074324,-0.6578573768961848,0.9032439771790446,0.9252679425343568,0.9870843364646068,0.38546045486840896,0.6462747794106678,-0.9747250695738362,0.14777562349880538,-0.5434796406984561,-0.7436660005909528,-0.1075877126129184,1.0,0.9922400122051588,0.8803275964660795,0.8585522460085667,0.9922624454603829,0.8967670261361463,0.9870843364646068,-0.6519213402532968,-0.8972148005457549,-0.6519213402532968,-0.11642495366621447,0.6445990288122014,-0.48016592179297585,0.09918045246795364,0.1745432263222115,-0.5070965630505776,-0.8184502428024345,-0.6108210418628036,-0.8972148005457549,-0.8184502428024345,0.9365905869642986,-0.22239377575388283,-0.1744663244077613,-0.0672404695182353,-0.718289135132178,-0.6830583346468119,-0.6568622381919974,0.1742198804494802,-0.5515461183846472,0.5463015487298768,-0.2914941153334024,-0.682845243387523,0.14180439222828242,0.9285848762268056,0.8933516572337217,0.6401849300334849,0.4292233666119746,0.3425515980607808,-0.4323766443349301,0.7799822657075535,0.8398072554998756,0.5625204599572966,-0.6004646642422198,-0.9098206655816738,-0.6628572316009724,0.5273848175791314,0.5565174998929312,0.6679954305562555,-0.9049913571936881,-0.9770144706741646,-0.7362395808751504,0.40263359925739783,0.9758175276870602,0.9174087094499728,0.8671033844991625,-0.40107135875929667,0.6462747794106678,-0.5197851020374775,-0.25035234758489106,0.2907874390260272,0.5463015487298768,0.9199962815998888,0.7503850721229506,0.92604093808352,-0.9232349382278868,0.5761120891541361,0.29764005287640005,0.37102053756035275,0.7205701706589023,-0.5070965630505776,-0.8808580780142573,-0.4510919697985797,-0.7584400217000551,-0.4199283637704426,-0.5070965630505776,-0.7958817584250757,-0.9529592228243674,0.8398072554998756,-0.8074411566808771
Palabras radiantes,-0.31369461229041873,-0.5463817037615469,-0.013336453719767011,0.7207762627466734,-0.07911662357345636,-0.8352969747287017,0.13917256402931602,-0.44906490481905964,-0.7465100576368914,-0.6379990029965725,-0.9704861609646426,-0.3800399151130449,0.7447073295784097,-0.9285958604893094,0.14894996105226763,-0.7590867087429806,-0.8557055936493998,-0.8425219885134115,-0.9805198575413994,-0.03955204506179799,0.9349247367792466,-0.8718471164027723,0.5367524481027661,-0.8681884965618109,-0.2937367397286701,-0.6797206748943135,-0.7440156210783234,-0.9787641258773748,-0.7460265332415412,0.8429331506827805,0.8906389330241039,0.9727352646902763,0.46966763396314526,0.6921279609926225,-0.9667572274736085,0.028547585347963776,-0.43766309623987354,-0.7511178575634295,-0.21249815873592837,0.9922400122051588,1.0,0.9320942272348847,0.9156350374010963,0.9941166542488586,0.9448103872468848,0.9727352646902763,-0.5526146028981788,-0.8428215293895924,-0.5526146028981788,0.007490261406067951,0.7207762627466734,-0.3734950336015291,0.2220611778068395,0.25883518182744397,-0.4006016464100324,-0.7798736067201614,-0.5080129268928653,-0.8428215293895924,-0.7798736067201614,0.9439548863268187,-0.16962963449555424,-0.2730989471621217,-0.1894910468588134,-0.7990042102799141,-0.7376687604500362,-0.7450129206913199,0.05435454269076436,-0.6480473714231269,0.46764226690946725,-0.2664288310915444,-0.7675047206994173,0.2637830498371386,0.9655046571769954,0.8750966969833224,0.5412602649472064,0.32284494333881986,0.22325713571751896,-0.3199865280638706,0.8459806128766963,0.8742555688411157,0.6424598751179708,-0.4970090895834219,-0.855212423567414,-0.5648057143396696,0.6085452879457005,0.506111781804704,0.6122168928007314,-0.8504468680917932,-0.9686441058385794,-0.7600426535249997,0.36052025105902114,0.9439675714183643,0.8825827389726129,0.922288002969911,-0.5081382689331659,0.6921279609926225,-0.6180947635853224,-0.3572180520178365,0.34550863766995943,0.46764226690946725,0.9045100668502631,0.8191853544413179,0.964269499518076,-0.8687609273220972,0.5753063068935833,0.38246028928131154,0.3307058832118883,0.6292029386297033,-0.4006016464100324,-0.8268997563809137,-0.34449951550558405,-0.6893577488738187,-0.31369461229041873,-0.4006016464100324,-0.7584736764025543,-0.9481458092768806,0.8742555688411157,-0.7694355124213319
El héroe de las eras,0.0005941290053709345,-0.4203212768649048,-0.1942917551517393,0.8966371526070711,-0.42881829184635145,-0.6609991333603881,-0.21257300169130522,-0.1140152849207475,-0.9366772612749003,-0.8113954950837877,-0.9525355546301669,-0.16382794664562025,0.8344279365675827,-0.8577624220182541,-0.09023197865881183,-0.7519177908876558,-0.9305366240768456,-0.9400275592467974,-0.9527730254969604,0.1698856216363772,0.9999381447855243,-0.6369158349808798,0.5366498500938337,-0.6360955581468681,-0.07673721966880127,-0.8170923457607484,-0.934457970209578,-0.865506642584392,-0.9290621515216279,0.5920677378173671,0.6938404140081346,0.8354538632584527,0.7022272867038919,0.7965290744286385,-0.8686094460408584,-0.33239194157678326,-0.10372195376316008,-0.6691445864621693,-0.46771870831824774,0.8803275964660795,0.9320942272348847,0.9999999999999999,0.9977980178570093,0.9044631389883399,0.9985269792014678,0.8354538632584527,-0.2155487532352394,-0.6220762296645475,-0.2155487532352394,0.3590418682773868,0.8966371526070711,-0.0481521124362411,0.5578465178277321,0.5162818464331531,-0.07117055570747735,-0.6260510204820702,-0.16975393192925173,-0.6220762296645475,-0.6260510204820702,0.8977927515669727,0.04543039031878173,-0.5018853208420974,-0.5168138455588986,-0.956729835576165,-0.7987583765567277,-0.9359118505053509,-0.28248508106004694,-0.8781765394440126,0.1672045220747751,-0.22087684284704187,-0.9366298405696516,0.5910623166438643,0.9788478354454948,0.7672885937872471,0.2149137915617562,-0.032118235007506477,-0.13773160440360777,0.021313990686571336,0.9724987014865965,0.9178791537391108,0.8402962756808615,-0.15898928378499388,-0.6294218717427216,-0.22880125222821932,0.8145053156192577,0.3553858428445799,0.4299289415009424,-0.6266549859923722,-0.868609975876489,-0.7257868061508936,0.25310855921335057,0.7617119659749112,0.6847963677007461,0.9972822647890247,-0.7581536166240823,0.7965290744286385,-0.8578497615347251,-0.6551791990314343,0.5173112124174124,0.1672045220747751,0.7574075383718688,0.9583911870506214,0.982222973637874,-0.6363169795432182,0.5651698442872588,0.6272864255173497,0.23216484530163498,0.3054498328563586,-0.07117055570747735,-0.6121487900776451,-0.024187207693573534,-0.45016835623565943,0.0005941290053709345,-0.07117055570747735,-0.6120054801089124,-0.8650309071284442,0.9178791537391108,-0.6192290208993472
El imperio final,0.06149524938251235,-0.3599196145872837,-0.25818194027612634,0.8909036420264439,-0.4726867774959994,-0.611922986157138,-0.26485345437623403,-0.06007893777125685,-0.9497559369307286,-0.8483272602412344,-0.9306655245857511,-0.17889975749584347,0.8073728846323385,-0.8220362474857852,-0.15597244138878358,-0.7778032288807807,-0.9491276707682027,-0.9590741923052741,-0.9317887000752839,0.14771218597125113,0.9978307287638539,-0.6014004771362648,0.4869901065374433,-0.5973913702783501,-0.09388514428651822,-0.852433196895292,-0.9496500649500712,-0.836263021921389,-0.9489386109812237,0.5555688753544982,0.6790740584608347,0.8188361756842745,0.6946364389493872,0.7690678396233972,-0.8367340694357934,-0.3619239316080694,-0.04901370788995643,-0.6884249582098156,-0.5248220311836106,0.8585522460085667,0.9156350374010963,0.9977980178570093,0.9999999999999999,0.8906281811052567,0.996788892257783,0.8188361756842745,-0.17095284414916262,-0.576275199815886,-0.17095284414916262,0.4066508876436892,0.8909036420264439,0.01021727934422425,0.5952366989732966,0.5078739162193815,-0.014215763903621772,-0.5733594534064391,-0.12053815297119741,-0.576275199815886,-0.5733594534064391,0.8667314567374838,0.0256355501618429,-0.558125904721085,-0.562964503920888,-0.9721417741333798,-0.82966964887235,-0.9489799804959971,-0.33737608334680574,-0.8904466557679289,0.15811398394398257,-0.16274167866092426,-0.9564812552792115,0.6292011749353865,0.9784294178264432,0.7233510206199725,0.16317878639847555,-0.058872259055100296,-0.18646768200014316,0.07691120637779982,0.968379860311909,0.892918999136979,0.8338432381992069,-0.10878814767401537,-0.5861906655373913,-0.1856809138730252,0.8077862021064044,0.29291930926688614,0.3692073227901039,-0.5823304492986315,-0.8370417841876263,-0.749414591981016,0.19087640880194093,0.7370058458350669,0.6711156852921975,0.9996473354992186,-0.7970337280728271,0.7690678396233972,-0.8698382541258654,-0.6664587010698577,0.4904103479447222,0.15811398394398257,0.7527726621316181,0.9538572568446949,0.9816538817186468,-0.5979440031591333,0.5153919715081505,0.619293153079482,0.17026803113104588,0.2644856118259302,-0.014215763903621772,-0.5639260271696257,0.035505040291351486,-0.39340740329604457,0.06149524938251235,-0.014215763903621772,-0.558343230194162,-0.8309044243172432,0.892918999136979,-0.5660417062564139
Juramentada,-0.31684385625637485,-0.48659425040288634,-0.05987044526338275,0.6509888326985913,-0.03490152218768305,-0.8105562002809346,0.16967274318579254,-0.47080720543267274,-0.7035550950433856,-0.6410008703043962,-0.9386602019245261,-0.47799081296962265,0.6680511541633781,-0.8913228039765696,0.11877612694292215,-0.8042922286202467,-0.8608447209981681,-0.840790022384627,-0.9534812885119294,-0.14754567626230505,0.9084260747570646,-0.8903736773026357,0.4525587565362382,-0.8803895564762185,-0.39554351209744365,-0.6921562335783933,-0.7045304757769318,-0.9666749445797836,-0.7169296897848756,0.8652119633794132,0.9312264649546417,0.9900287249413309,0.37788596925493917,0.6098894876984883,-0.9451482967202615,0.10058898730501968,-0.457743317847198,-0.8104525555124531,-0.22232075051706335,0.9922624454603829,0.9941166542488586,0.9044631389883399,0.8906281811052567,1.0,0.9227359075577575,0.9900287249413309,-0.5906595971683497,-0.8392656198586063,-0.5906595971683497,-0.030971258910977115,0.6509888326985913,-0.38457532795892285,0.17147644744670912,0.15750473747385016,-0.4154153757508591,-0.7421919875786029,-0.5387265933467704,-0.8392656198586063,-0.7421919875786029,0.9061965270390483,-0.2753740982506591,-0.2903246286701122,-0.15655428378164254,-0.7708721513965573,-0.7683258004115858,-0.7017948468631642,0.07551785673658848,-0.5903491696783896,0.5532244571475128,-0.18358886015044165,-0.7430373907181317,0.2172853435098248,0.9592569626611943,0.8365284109898546,0.5636740670251226,0.39723185714956305,0.2627567747168341,-0.3411798107320453,0.7954315536152904,0.816546559453555,0.5641279575087855,-0.5259940707497552,-0.8576747517024121,-0.6049649186510887,0.5270599446360532,0.451214136911347,0.5707965194273289,-0.8503980876142742,-0.9481872347372075,-0.8105860954580801,0.2915555126802807,0.9628461705043305,0.9253411324586535,0.8999681608432368,-0.4887028449208018,0.6098894876984883,-0.5567056838041852,-0.2752708651834141,0.24183913645965044,0.5532244571475128,0.945376338340165,0.7636837961452532,0.9562133427601675,-0.8816377536433824,0.49425857292453557,0.2859546784534304,0.2593442429965447,0.6687898650769768,-0.4154153757508591,-0.8172585479616986,-0.3516848713809798,-0.6737303169353988,-0.31684385625637485,-0.4154153757508591,-0.7166978867890003,-0.917691361310017,0.816546559453555,-0.7297096187165385
